"extremely";"extremely"
"literally";"literally"
"figuratively";"figuratively"
"sometimes";"sometimes"
"humorously";"humorously"
"mildly";"mildly"
"chiefly";"chiefly"
"markedly";"markedly"
"originally";"originally"
"slightly";"slightly"
"often";"often"
"usually";"usually"
"metonymy";"metonymy"
"by_extension";"by_extension"
"somewhat";"somewhat"
"nowadays";"now"
"strongly";"strongly"
"very";"very"
"frequently";"frequently"
